login,location,bio,pronouns,createdAt
Username_45701,Coimbatore,"```Just a Developer```
Focused.
Partners:
@HarryPatlow 
@Dark-Fire-26 ",,2022-01-01T07:33:50Z
Username_45702,Gsvs,مبرمج تريمكس متوسط ,,2022-01-01T07:30:55Z
Username_45703,"Greater Noida, India",📚 Always learning and exploring innovative tech trends!,she/her,2022-01-01T07:31:32Z
Username_45704,boukan,"javascript
nextjs
nodejs
reactjs",,2022-01-01T07:37:22Z
Username_45705,Incheon / South Korea,student at Playdata,,2022-01-01T07:40:46Z
Username_45706,Bangaluru,Passionate Frontend Developer,,2022-01-01T07:48:17Z
Username_45707,Pune ,"Business Intelligence Analytics | Data & Product Analytics, AI enthusiast.",he/him,2022-01-01T07:45:24Z
Username_45708,Mogadishu,web dev,,2022-01-01T07:45:20Z
Username_45709,sudan,hi this is abdo a backend div,,2022-01-01T07:46:07Z
Username_45710,Moscow,Java-developer,,2022-01-01T07:54:10Z
Username_45711,"Ciamis - Bandung, West Java, Indonesia",🌙.,,2022-01-01T07:55:28Z
Username_45712,Kerala,Web Developer,,2022-01-01T07:54:54Z
Username_45713,Brazil,"""I want to be one of the greats""
",,2022-01-01T07:58:13Z
Username_45714,Dhaka,"I am a full stack developer (javascript, Vue js, Nuxt.js, php, laravel). I am doing work every day.",,2022-01-01T08:09:12Z
Username_45715,"Georgia, Tbilisi","Hi, I'm Gabriel, software developer in Georgia 🇬🇪",he/him,2022-01-01T08:00:23Z
Username_45716,"Hangzhou, Zhejiang","A master's student in ZJU from 2023, and gained bachelor's degree in HFUT majoring in CS.",he/him,2022-01-01T08:07:36Z
Username_45717,"Yangzijin Campus of Yangzhou University (No. 196 Huayang West Road, Yangzhou City, Jiangsu Province, China）","I am ChenqiHua, a student in Yangzhou university. I want to study in Github and try to make some contributions to the community, I like coding. ",,2022-01-01T08:04:28Z
Username_45718,Hyderabad,"Data Analyst, Data Engineer & SDE",he/him,2022-01-01T08:03:09Z
Username_45719,Mumbai,I am keen to learn.,,2022-01-01T08:07:46Z
Username_45720,Canada,Software Engineer ,,2022-01-01T08:04:17Z
Username_45721,"new Delhi, india",Learning Web Development,,2022-01-01T08:05:17Z
Username_45722,Peshawar Pakistan,Fresh Graduate,,2022-01-01T08:12:27Z
Username_45723,"Kathmandu, Nepal","I am a full stack web developer. Generally, I use Django to build web apps.",,2022-01-01T08:10:02Z
Username_45724,"New Delhi , India",learning web Development,,2022-01-01T08:13:38Z
Username_45725,"New Delhi , India ",learning web development,,2022-01-01T08:13:29Z
Username_45726,New Delhi India ,Learning web developer ,,2022-01-01T08:14:55Z
Username_45727,Pune,UI/ UX Designer,,2022-01-01T08:19:45Z
Username_45728,"Xian, China",Xuran Hu，a Master's student at Xidian University.,,2022-01-01T08:15:16Z
Username_45729,Toronto,CS & Stats @ UofT,she/her,2022-01-01T08:24:25Z
Username_45730,"Kathmandu, Nepal",Computer Engineer,,2022-01-01T08:28:26Z
Username_45731,"Bandung, Indonesia","I've just finished my Ph.D in Geophysical Engineering at Institut Teknologi Bandung (ITB), Indonesia. My research interest is in seismology.",,2022-01-01T08:23:51Z
Username_45732,QualityAlive,Pure PrototypeScript DataDevOpser,,2022-01-01T08:20:29Z
Username_45733,"Bengaluru,India","I am a dedicated and passionate software developer with a keen eye for innovation and a commitment to crafting efficient, user-friendly solutions. I thrive on t",he/him,2022-01-01T08:22:22Z
Username_45734,Indian,Professional hacker ,,2022-01-01T08:23:48Z
Username_45735,@vdsx-design + @viettelpay-design + @viettelpay-developers + @viettel-design ,Partner @familiar-studio,,2022-01-01T08:29:20Z
Username_45736,"Dubai,United Arab Emirates",Full Stack Developer with passion to leverage my skills & experties at it's peak.,he/him,2022-01-01T08:20:04Z
Username_45737,Delhi,"Statistics Student @ Sri Venkateswara College, University of delhi",he/him,2022-01-01T08:21:22Z
Username_45738,Vietnam,"
",he/him,2022-01-01T08:29:56Z
Username_45739,"Missouri, USA",Sr. FOLIO Implementation Consultant @ EBSCO,he/him,2022-01-01T08:22:53Z
Username_45740,"XuZhou, China ","Received B.S. and M.S. degrees in mechatronics engineering from the China University of Mining and Technology, in 2020.  I am currently conducting a PhD.",,2022-01-01T08:20:22Z
Username_45741,New Delhi,"Talk is Cheap, Show me Codes !",he/him,2022-01-01T08:31:43Z
Username_45742,Tokyo,Frontend Developer | Next & TypeScript,,2022-01-01T08:39:17Z
Username_45743,"Iran, Karaj",I'm Amir. I've been doing programming and web design for 4 years now. It's been 3 years since I've been introduced to discord and I've learned a lot of tricks.,he/him,2022-01-01T08:37:12Z
Username_45744,Gaziantep,Computer Engineer,,2022-01-01T08:49:22Z
Username_45745,YAZD,23 jahre alt,he/him,2022-01-01T08:43:06Z
Username_45746,duhok-iraq,web developer,,2022-01-01T08:44:59Z
Username_45747,Hamburg,Moin! Ich bin Schüler und Amateur / Hobby Programmierer und probiere halt mal so rum :),,2022-01-01T08:49:18Z
Username_45748,Pune ,"👋 MSc in CS Grad | 💻 Web-Developer | 🚀 Passion for Code |  
🌐 🚀 Currently diving into the MERN (MongoDB, Express, React, Node.js)",he/him,2022-01-01T08:44:45Z
Username_45749,"Florida, USA",I just made an account so no one takes my @ in the future tbh.,,2022-01-01T08:48:52Z
Username_45750,"Almaty, Kazakhstan","Satbayev University student (Kazakhstan).
Specialist of Bank CenterCredit.
SQL-developer.",,2022-01-01T08:42:15Z
Username_45751,Bangladesh,Software Engineer(1+ year) | Open for Remote Opportunity | JavaScript | TypeScript | React JS | Next JS | GraphQL | Node JS | MongoDB,he/him,2022-01-01T08:57:07Z
Username_45752,Pakistan,Full Stack Developer | CS Engineer ,he/him,2022-01-01T08:50:48Z
Username_45753,"Baraut , Uttarpradesh","My self Prayash Gupta. 
Currently pursing BTech in SRM INSTITUTE OF SCIENCE AND TECHNOLOGY
I am very eager to learn new things and believe in innovation.",,2022-01-01T08:57:18Z
Username_45754,Bengaluru,Experienced Data Scientist who loves finding insights from data & automating manual tasks.,,2022-01-01T08:57:45Z
Username_45755,Malaysia ,Men,,2022-01-01T08:59:23Z
Username_45756,Nepal,"Stopped
",,2022-01-01T08:57:01Z
Username_45757,Minkhantping ,Myanmar ,,2022-01-01T08:51:57Z
Username_45758,Bangaluru,Full stack Developer,,2022-01-01T08:53:21Z
Username_45759,"Antwerp, Belgium","Advanced I.O.T. based skin rejuvenation.
Accurate measure of skin hydratation, elasticity & sebum
Low level Laser, Radio Frequency, Electropolation treatments",,2022-01-01T08:51:44Z
Username_45760,"New-Delhi,India",Passionate ML Engineer 🚀 | Turning data into insights | Deep Learning enthusiast | Python coder | Lifelong learner | Exploring the frontiers of AI | Building,he/him,2022-01-01T09:05:17Z
Username_45761,Root/~,"C, C++, C#, JavaScript, PHP, Python, Ruby, Rust, Go, SQL, Shell, PowerShell, TypeScript, Solidity",,2022-01-01T09:00:51Z
Username_45762,Luanda/Angola/África,A mente que se abre a uma idea jamais volta ao seu tamanho original,,2022-01-01T09:02:37Z
Username_45763,United Kingdom,Chase Estimating is at the forefront of remote estimating services.,,2022-01-01T09:01:13Z
Username_45764,CHina,我是一个学生,,2022-01-01T09:01:07Z
Username_45765,Москва,Telegram для связи и сотрудничеству - @FlDanyT,he/him,2022-01-01T09:01:58Z
Username_45766,Panskura,"I am a MCA student of Calcutta Institute of Technology, in Howrah.",,2022-01-01T09:03:09Z
Username_45767,@vindi,@mfx,,2022-01-01T09:09:10Z
Username_45768,pune,Never Back Down..........!,,2022-01-01T09:12:34Z
Username_45769,Lahore,"Flutter Developer | Level 1 Seller at Fiver.
Turning creative ideas into reality  through clean code.",he/him,2022-01-01T09:19:03Z
Username_45770,Kolkata,🔹MBA-Business Analytics🔹Ex-Merchant Navy,,2022-01-01T09:10:18Z
Username_45771,Redondo beach ca,"old dog learning new tricks.
pi network .
was running test node.
had to relocate home/office :(",he/him,2022-01-01T09:18:23Z
Username_45772,"Tbilisi, Georgia","I have experience in developing control and automation systems, internal corporate systems, creating databases and creating control and monitoring programs.",,2022-01-01T09:11:36Z
Username_45773,"Agatala,India","I'm diptu-2007
Currently a Crossian++++++
cricket, photography, and python enthusiast
currently learning to speak in java
class x stu...........
algo lover",,2022-01-01T09:16:46Z
Username_45774,Japan,I am a Lecturer at Hosei University and a visiting researcher at Gifu Women's University. I am a Burmese Citizen taking asylum in Japan since 2021.,he/him,2022-01-01T09:13:49Z
Username_45775,asia#6231,i make stuff for a lego game,,2022-01-01T09:12:28Z
Username_45776,"Dhaka, Bangladesh",i like to code! That's about it.,he/him,2022-01-01T09:13:43Z
Username_45777,Viet Nam,"Hi. I'm Tandev.foto
",Tandev.foto,2022-01-01T09:21:28Z
Username_45778,Mumbai,🖥️ Full Stack Developer | 👨‍💻 MERN Stack | 🌟JavaScript | 📊 TypeScript | 🛠️Next.js,,2022-01-01T09:26:46Z
Username_45779,Johannesburg,Aspiring Data Scientist with formal training in Environmental studies,,2022-01-01T09:23:53Z
Username_45780,Putian,Putian University Major in IoT,he/him,2022-01-01T09:23:49Z
Username_45781,"No.2006, Xiyuan Ave.West Hi-Tech.Zone, Chengdu, P.R.China Post Code: 611731",Instrument and Meter Engineering Student @ University of Electronic Science and Technology of China,,2022-01-01T09:24:58Z
Username_45782,LO36,Sono un radioamatore,,2022-01-01T09:28:05Z
Username_45783,China,11.01,,2022-01-01T09:25:49Z
Username_45784,Force Of Habit,"@mulesoft, @Runnable, @hashobject, @recursecenter, @circuithub",,2022-01-01T09:22:39Z
Username_45785,Singapore,The time you enjoy wasting is not wasted time.,he/him,2022-01-01T09:39:09Z
Username_45786,iraq,computer engineering,,2022-01-01T09:38:04Z
Username_45787,Chamvr Inc,Big data + ML,,2022-01-01T09:34:20Z
Username_45788,Citrus county florida,Im a gentleman  and open to new experiences. I want to serve my lady in every way. Italian and i think im bi. Ive ALWAYS been attracted to transgender women,,2022-01-01T09:30:55Z
Username_45789,New Zealand,"Amiga Tinkerer,  Still 'learning' C , 
More ideas than hours to implement them",,2022-01-01T09:42:36Z
Username_45790,"Faridabad ,India","Aspiring Data Analyst | Excel | SQL | Python | Power BI | Data Visualization | MRU | CSE 24' 🎓
",he/him,2022-01-01T09:48:58Z
Username_45791,Mumbai,"B.Tech
",,2022-01-01T09:47:26Z
Username_45792,"Kathmandu, Nepal",I'm science student with business mindset and heart of humanities with the lawful action dealing every days news within myself with high voltage of energy.,he/him,2022-01-01T09:45:01Z
Username_45793,Pune,Self-Motivated Software Engineer skilled in Java Development and experienced Python Programming.,he/him,2022-01-01T09:45:35Z
Username_45794,Germany,Programmer,,2022-01-01T09:44:04Z
Username_45795,Dublin,Working in college stuff,,2022-01-01T09:48:41Z
Username_45796,"Russia, Moscow","DevOps, IT, CIO, Web Programmer",,2022-01-01T09:46:19Z
Username_45797,"Islamabad, Pakistan",Proactive and highly-motivated cyber security student with a strong desire to protect and secure digital systems and data.,,2022-01-01T09:52:17Z
Username_45798,Kochi,"Hi, I'm @jobinspr I'm a software tester with a passion for coding.  I'm currently expanding my skillset by learning HTML, CSS, Java, React, and SQL.",he/him,2022-01-01T09:59:26Z
Username_45799,"Bangalore, India ",CEHV11 | OSINT | Threat Researcher | Purple Teaming | Dark web researcher | Attack Simulation | MITRE ATT&CK Framework | Detection Engineer | 2x AWS | Hacker | ,he/him,2022-01-01T09:50:51Z
Username_45800,pakistan,Full Stack Wordpress Developer,,2022-01-01T09:56:20Z
Username_45801,Bangaluru,A good programmer is someone who always looks both ways before crossing a one-way street.,he/him,2022-01-01T09:59:51Z
Username_45802,Germany,Hey my name is frank i'm 16 and pretty trash in coding but i'm trying my best to improve <3,,2022-01-01T09:58:00Z
Username_45803,"Karachi, Pakistan",Studying how to tell the story behind the numbers 📈,,2022-01-01T10:04:05Z
Username_45804,"Larissa, Greece"," iOS Developer at @Accenture
",he/him,2022-01-01T10:07:32Z
Username_45805,"Pune , Maharashtra",Final Year Computer Engineering Student,she/her,2022-01-01T10:06:43Z
Username_45806,Kuala Lumpur,Running around,he,2022-01-01T10:06:02Z
Username_45807,"Kolkata, India",Close to twenty-five years of experience in power & infrastructure advisory with Big Four consulting firms,,2022-01-01T10:04:46Z
Username_45808,"Pilani, Rajasthan",😁,,2022-01-01T10:11:34Z
Username_45809,turkey,"Hello, I am Emrah Onur Aras. I have a degree in Business Administration and Economics. I am interested in software development. ",,2022-01-01T10:11:14Z
Username_45810,Peshawar,Hi! it's me Kiran. I am a graphic designer and have some knowledge of python and will be a future data scientist.,,2022-01-01T10:16:36Z
Username_45811,Singapore,Software Developer,,2022-01-01T10:16:06Z
Username_45812,Pakistan,Game developer / Unity3D / C#,,2022-01-01T10:24:10Z
Username_45813,"İstanbul, TR","ecx, [ebp+0Ch] ...",,2022-01-01T10:20:47Z
Username_45814,"Kanpur, India","Software Engineering Student | Enthusiastic about coding and technology | Skilled in Python, JavaScript, and React",,2022-01-01T10:28:57Z
Username_45815,"Perry, Michigan","I am a Software Quality Engineer with 10 years of experience creating custom automated testing solutions. 

I create custom solutions to meet your needs. ",,2022-01-01T10:20:49Z
Username_45816,"Casablanca,Morocco","Étudiante Full Stack passionnée par le développement web.
💻 Compétences :Angular/spring/ReactJs/VueJS",,2022-01-01T10:22:39Z
Username_45817,Indonesia,Kanjut,he/him,2022-01-01T10:33:34Z
Username_45818,Turkey,I'm a Software Developer,,2022-01-01T10:33:47Z
Username_45819,"Bangalore , India",I mainly code in JavaScript & Python.,,2022-01-01T10:35:38Z
Username_45820,Egypt - Alexandria,Software Developer,,2022-01-01T10:36:10Z
Username_45821,Turkey,Front-end Developer,,2022-01-01T10:39:27Z
Username_45822,Shenzhen,code with the world.! 码界,,2022-01-01T10:30:18Z
Username_45823,seoul,성장하는 개발자가 되겠습니다.,,2022-01-01T10:32:53Z
Username_45824,iran,I'm a junior front-end developer. I really want to connect to that kind of people who are good at tech.,,2022-01-01T10:37:04Z
Username_45825,Hyderabad,"Computer Science Engineer
",he/him,2022-01-01T10:32:48Z
Username_45826,Work from home ,"I'm Sushil Soniwal. Currently, An Azure Intern @Microsoft.",,2022-01-01T10:43:18Z
Username_45827,"Ambajogai, Maharastra","2nd year CSE student
M.B.E. Society's College of Engineering, Ambajogai
#DBATU university",,2022-01-01T10:44:03Z
Username_45828,Lahore Pakistan,"I'm a passionate React Native and React Developer with experience building innovative mobile and web applications, including e-commerce platforms, POS systems",,2022-01-01T10:44:51Z
Username_45829,Surabaya,"Computer Engineering Student. Learn C/C++. Python, HTML/CSS, Js, and Kotlin.",he/him,2022-01-01T10:42:14Z
Username_45830,India,"Software Engineer at Amdocs.
    Alumni @ NIT Hamirpur ",he/him,2022-01-01T10:45:53Z
Username_45831,Dhaka,"var pallab=time to live;
print('pallab');",,2022-01-01T10:40:14Z
Username_45832,Beijing,An open-source project for building Health Metaverse,,2022-01-01T10:43:14Z
Username_45833,"Coimbatore, Tamil Nadu, India",Painting stories through design. 🖌,she/her,2022-01-01T10:56:03Z
Username_45834,"Karachi, Pakistan","My Self Talha Nizam, I am a student of BS-SE at SMI University.",,2022-01-01T10:51:10Z
Username_45835,United Kingdom,"WordPress / Frontend Developer at skift.com by ☀️. Tired dad by 🌙. Indie Maker 👨‍💻 and occasional golfer 🏌️ in between

📍London, UK",,2022-01-01T10:54:59Z
Username_45836,"Egypt,Cairo","Data Analyst that can do data wrangling,cleaning and visiualization using python,sql, jupyter Notebook,Tableau,numpy and pandas.
",,2022-01-01T10:50:09Z
Username_45837,no,no,,2022-01-01T10:50:32Z
Username_45838,Germany,"i laik turtles
",he/him,2022-01-01T10:52:13Z
Username_45839,delhi,"C++ Programmer | Full StackWeb Developer | AIML Enthusiast
",he/him,2022-01-01T11:04:32Z
Username_45840,Bangalore,"We can plan and develop new codes to make your work more easy and simple.
Playing with computers is my favorite pastime.",,2022-01-01T11:03:36Z
